iter	Logloss
219	0.1265662216
220	0.1262814218
221	0.1259811859
222	0.1256970845
223	0.1254717855
224	0.125267796
225	0.1250371157
226	0.1248384644
227	0.1246147532
228	0.1243111244
229	0.1241707298
230	0.1239329428
231	0.1237218254
232	0.1236272377
233	0.12343758
234	0.1231958675
235	0.1230452489
236	0.1227407198
237	0.1225067884
238	0.1223879544
239	0.12219309
240	0.1219461376
241	0.1217879092
242	0.1215657755
243	0.1213097821
244	0.1211281276
245	0.12098915
246	0.1207782089
247	0.1205005196
248	0.1203763359
249	0.1202781518
250	0.1201731589
251	0.1201242189
252	0.1198824808
253	0.1196910349
254	0.1194800174
255	0.1192778406
256	0.1190912222
257	0.1189370126
258	0.1187986102
259	0.1185903433
260	0.1184257853
261	0.1183388865
262	0.1182087705
263	0.118034192
264	0.1177482921
265	0.1175835235
266	0.1173558514
267	0.1171980301
268	0.1170421966
269	0.1169171672
270	0.1168320745
271	0.1167056221
272	0.1165727401
273	0.1164091539
274	0.1163073269
275	0.1162356307
276	0.116027515
277	0.1157570807
278	0.1156475196
279	0.1154449822
280	0.1152611172
281	0.1151888655
282	0.1150480649
283	0.1149347196
284	0.1147859039
285	0.1146349071
286	0.114519155
287	0.1143835
288	0.114258016
289	0.1140466875
290	0.113858586
291	0.113693694
292	0.1136108947
293	0.1133676637
294	0.1132182183
295	0.1131250886
296	0.113023564
297	0.1128884551
298	0.1126493406
299	0.1124644115
300	0.1122921783
301	0.1122083406
302	0.1120558171
303	0.1119073031
304	0.1116996021
305	0.1115548935
306	0.1114653062
307	0.1113474271
308	0.1111976144
309	0.1109658248
310	0.1108308448
311	0.1106485703
312	0.1104318463
313	0.110389782
314	0.1102873762
315	0.1101805275
316	0.1100555598
317	0.1098810817
318	0.1098240146
319	0.1097317383
320	0.1095812528
321	0.1094929986
322	0.1092376807
323	0.1091172015
324	0.108906548
325	0.1087681963
326	0.1086154807
327	0.1084798017
328	0.108315367
329	0.1082178715
330	0.1081664127
331	0.1080082956
332	0.1078483648
333	0.1077309637
334	0.1076151963
335	0.107443829
336	0.1073894383
337	0.1072303959
338	0.107140138
339	0.1070019887
340	0.1068986656
341	0.1068055403
342	0.1066352191
343	0.1065228527
344	0.1063742105
345	0.106223295
346	0.1061002278
347	0.105923715
348	0.1057402996
349	0.1055937385
350	0.1054189472
351	0.1053188849
352	0.1051726671
353	0.1050461709
354	0.1048643947
355	0.1046958927
356	0.1045206223
357	0.1043803799
358	0.1041929201
359	0.1041073494
360	0.1040337199
361	0.103894636
362	0.1038222484
363	0.1037059839
364	0.103550229
365	0.1034874434
366	0.1033503527
367	0.1031896935
368	0.1030418108
369	0.1029491105
370	0.1029010375
371	0.1027709498
372	0.1026425782
373	0.1025448978
374	0.1023573043
375	0.1021795795
376	0.1020602648
377	0.1018864464
378	0.1017453414
379	0.101562626
380	0.1015013737
381	0.1013391113
382	0.1012387009
383	0.1011245448
384	0.1010488424
385	0.1008524725
386	0.1007225834
387	0.1006093861
388	0.1004302863
389	0.1003234055
390	0.1002396971
391	0.1000692891
392	0.09997427308
393	0.09981991289
394	0.09980337999
395	0.0996675891
396	0.09952223446
397	0.09942984632
398	0.09930271066
399	0.09915332524
400	0.09905730848
401	0.09898176099
402	0.0989433401
403	0.09885342325
404	0.09870926905
405	0.0986360046
406	0.09850215189
407	0.09837844951
408	0.09829611404
409	0.09822759409
410	0.09813197074
411	0.09804332855
412	0.09788778101
413	0.09781413896
414	0.09774163789
415	0.0976925592
416	0.09764848419
417	0.09756496846
418	0.09748399549
419	0.0974374623
420	0.0973632424
421	0.09724267483
422	0.09720381577
423	0.09709602752
424	0.09694089795
425	0.0968105129
426	0.09673285972
427	0.09661740006
428	0.09651181408
429	0.09639962019
430	0.09628350955
431	0.09618538928
432	0.09609179742
433	0.09598338329
434	0.09589219451
435	0.09574446898
436	0.09560833651
437	0.09557122738
438	0.09543124202
439	0.09532832267
440	0.09520115973
441	0.0951201453
442	0.09501568392
443	0.09491212179
444	0.09484503583
445	0.09473943513
446	0.0946573632
447	0.094521222
448	0.09445117803
449	0.09435619583
450	0.09423620666
451	0.09412004746
452	0.09399212496
453	0.09389775718
454	0.0937904933
455	0.0936414129
456	0.09353529819
457	0.09344077871
458	0.09337258288
459	0.09327282399
460	0.09318379765
461	0.09308857045
462	0.09300770771
463	0.09292787681
464	0.09280786254
465	0.09265345815
466	0.09255731643
467	0.09245607771
468	0.09236299495
469	0.09226299761
470	0.09216888465
471	0.09207416819
472	0.09200472334
473	0.09194732336
474	0.09188636897
475	0.09172178805
476	0.09165525157
477	0.09154733727
478	0.09144401796
479	0.0913893992
480	0.09129196972
481	0.09120841579
482	0.09107072383
483	0.09104130412
484	0.09097665561
485	0.09091068334
486	0.09078164824
487	0.09062855071
488	0.09060183146
489	0.09052996826
490	0.09046117111
491	0.0903764964
492	0.09023456467
493	0.0901580661
494	0.09004059678
495	0.08991113716
496	0.08984260412
497	0.0897290046
498	0.08968218112
499	0.08960501303
500	0.0894835233
501	0.08935197872
502	0.08930550718
503	0.08919882553
504	0.08907460859
505	0.089008017
506	0.08891061972
507	0.08882931663
508	0.08881696402
509	0.08874778
510	0.08856960019
511	0.08848708738
512	0.08845020524
513	0.08835880092
514	0.08821839704
515	0.08812632156
516	0.08801121712
517	0.08791745666
518	0.08790529666
519	0.0877880958
520	0.08770459535
521	0.08759221484
522	0.08746889333
523	0.08737471434
524	0.08732007048
525	0.08722748427
526	0.0871392164
527	0.08704870696
528	0.0870271611
529	0.08700236366
530	0.08696866762
531	0.08690067314
532	0.08680235424
533	0.0866839573
534	0.08657952212
535	0.08650102971
536	0.08643041771
537	0.08633586767
538	0.08622242204
539	0.086154415
540	0.08604612147
541	0.08599864483
542	0.08592413301
543	0.08591315491
544	0.0858323451
545	0.0857819852
546	0.08572032963
547	0.08560004635
548	0.08556900112
549	0.08546057663
550	0.085392933
551	0.08531594935
552	0.0851945562
553	0.08515542486
554	0.08502728846
555	0.08500618622
556	0.08492735169
557	0.08486958666
558	0.08477804647
559	0.08471125681
560	0.08460698969
561	0.08456797621
562	0.08449091943
563	0.08441164074
564	0.08435231786
565	0.08423904956
566	0.08414197531
567	0.08408396092
568	0.08402978523
569	0.08399605754
570	0.08392504284
571	0.08383796342
572	0.08380471318
573	0.08373635365
574	0.08368110302
575	0.08358865104
576	0.08353483931
577	0.08345819287
578	0.08340965493
579	0.08330230975
580	0.08319924308
581	0.08316529167
582	0.08309472114
583	0.08302713426
584	0.08297666441
585	0.0829201454
586	0.08289019285
587	0.08278758153
588	0.0827480966
589	0.08268850308
590	0.08263954989
591	0.08256653098
592	0.08252927452
593	0.08245357125
594	0.08237418752
595	0.08232721916
596	0.0822458596
597	0.0821486844
598	0.08209711041
599	0.08198336821
600	0.08191783356
601	0.08188979163
602	0.08180277959
603	0.08178321228
604	0.08175086511
605	0.08169312355
606	0.08163552386
607	0.08160623156
608	0.08155465457
609	0.08145219112
610	0.08133731013
611	0.0812557615
612	0.08122320261
613	0.08116110697
614	0.08106208008
615	0.08097513297
616	0.08088924635
617	0.08079964517
618	0.08069381774
619	0.08065069764
620	0.08055890454
621	0.08049634536
622	0.08044223652
623	0.08034840511
624	0.08032971932
625	0.08027469077
626	0.08021942977
627	0.08015081187
628	0.08013542131
629	0.08003453399
630	0.07998504988
631	0.07989883887
632	0.0797982503
633	0.07975709266
634	0.07970891403
635	0.07967400009
636	0.07963605637
637	0.07960767859
638	0.07954102916
639	0.0794465577
640	0.07940228107
641	0.07933665693
642	0.07929362222
643	0.07921229294
644	0.07917023742
645	0.07914249315
646	0.07911409682
647	0.07904463506
648	0.07899661385
649	0.07898324523
650	0.07895253912
651	0.07891079108
652	0.07888354581
653	0.07885038206
654	0.07881130938
655	0.07869415654
656	0.07862855013
657	0.07856187369
658	0.07853327737
659	0.07844077083
660	0.07835021228
661	0.07828223554
662	0.07817528487
663	0.0781591402
664	0.07812792964
665	0.07809528918
666	0.07801065839
667	0.07794653372
668	0.0778580072
669	0.07775348254
670	0.07769555954
671	0.07762223807
672	0.07754511363
673	0.0775168147
674	0.07744333526
675	0.07735121532
676	0.07729084995
677	0.0772257682
678	0.07715922462
679	0.07711263304
680	0.07705144073
681	0.07698483904
682	0.07688653733
683	0.07680344148
684	0.07672052379
685	0.07667722117
686	0.07658778259
687	0.07649397165
688	0.07642031459
689	0.07638587455
690	0.07629480309
691	0.0762220742
692	0.07611812493
693	0.07600643931
694	0.07595689245
695	0.07592982643
696	0.07589525134
697	0.07581173206
698	0.07577046337
699	0.07575722024
700	0.07572907191
701	0.07568516852
702	0.07560976891
703	0.07554398598
704	0.07546551158
705	0.07536966234
706	0.07535459398
707	0.07526805667
708	0.07522251384
709	0.07515907342
710	0.07513707575
711	0.07503560459
712	0.07497463982
713	0.07490773775
714	0.07487456718
715	0.07479588352
716	0.07475412593
717	0.07467396845
718	0.07456331986
719	0.07447847381
720	0.07440562406
721	0.07430542537
722	0.07425462321
723	0.07420357688
724	0.07417486079
725	0.07411559111
726	0.07404074535
727	0.07396573397
728	0.07393558853
729	0.0738911834
730	0.07385130833
731	0.0738397491
732	0.07377133447
733	0.07370414674
734	0.07365934219
735	0.07360003841
736	0.07351546928
737	0.07348825293
738	0.0734419571
739	0.07340268253
740	0.07337029798
741	0.07332999211
742	0.07327499248
743	0.07324215858
744	0.07319198857
745	0.07313297099
746	0.07307055068
747	0.07299408785
748	0.07292604126
749	0.0728605358
750	0.07282079577
751	0.07277224828
752	0.07268535765
753	0.07261708761
754	0.07257730066
755	0.07249885164
756	0.0724213005
757	0.07238527777
758	0.07234936145
759	0.07231725301
760	0.07226967351
761	0.07224544383
762	0.07220131289
763	0.07218488012
764	0.07215747989
765	0.07213601123
766	0.07207064546
767	0.07198542646
768	0.07192089145
769	0.0718521726
770	0.0718018037
771	0.07172305184
772	0.07167262865
773	0.07158419981
774	0.07151084287
775	0.07147408459
776	0.07143767418
777	0.07141829321
778	0.07139022619
779	0.07135153547
780	0.07129689543
781	0.07124845543
782	0.07121423501
783	0.07118313221
784	0.07114122238
785	0.07113147147
786	0.07108263914
787	0.07102777074
788	0.07100496714
789	0.07096000462
790	0.0709063102
791	0.07085287989
792	0.07078953441
793	0.07069620065
794	0.07064563258
795	0.07058129865
796	0.07049548979
797	0.07045318299
798	0.07041997286
799	0.07036054058
800	0.07027960335
801	0.07024784386
802	0.07024230788
803	0.07020447466
804	0.07014563851
805	0.07009012705
806	0.07003855006
807	0.06997983313
808	0.06993755089
809	0.06990341314
810	0.06988694654
811	0.06981764466
812	0.06977071259
813	0.06973625645
814	0.06972142682
815	0.06965848131
816	0.06965277264
817	0.06958493176
818	0.0695146586
819	0.06942386652
820	0.06932611019
821	0.06929541691
822	0.06925459049
823	0.06923333027
824	0.0691537602
825	0.06908358335
826	0.0690616397
827	0.06901275663
828	0.06900718082
829	0.06895164781
830	0.06890658789
831	0.06884407755
832	0.06879736183
833	0.06874473691
834	0.06867120208
835	0.06861109673
836	0.0685823288
837	0.06854242536
838	0.06845018646
839	0.06838024097
840	0.06833780922
841	0.06825845822
842	0.06821249415
843	0.06813872551
844	0.06805129277
845	0.06799874806
846	0.06793617906
847	0.06788760673
848	0.06784311457
849	0.0678019332
850	0.06771587551
851	0.06765684538
852	0.06758508667
853	0.06751708537
854	0.06744086209
855	0.06738637619
856	0.0673686543
857	0.06731885398
858	0.0672457344
859	0.06720487387
860	0.06715738768
861	0.06712095653
862	0.06707936455
863	0.06702682529
864	0.06696956445
865	0.06693796729
866	0.06686655753
867	0.06681678613
868	0.06677068318
869	0.06674855838
870	0.06668064738
871	0.06662888541
872	0.06660291999
873	0.06655431629
874	0.06645746413
875	0.06643102944
876	0.06639374324
877	0.06634999072
878	0.06628362202
879	0.06625329788
880	0.06621942669
881	0.06616418069
882	0.06613381699
883	0.0660677375
884	0.0659925848
885	0.06595078873
886	0.06593121706
887	0.06591021222
888	0.06586396413
889	0.06578635487
890	0.06572019762
891	0.06570021834
892	0.06568053536
893	0.06560996209
894	0.0655669754
895	0.06552865191
896	0.06546778973
897	0.06542766283
898	0.0653563131
899	0.06533296329
900	0.06528781061
901	0.06522859741
902	0.06517046488
903	0.06514571709
904	0.06508968344
905	0.06504618356
906	0.06501973468
907	0.06499671199
908	0.06494670787
909	0.06490733862
910	0.06484562548
911	0.06478829071
912	0.0647218077
913	0.06467105902
914	0.06464755479
915	0.06458984324
916	0.06456380961
917	0.06450326991
918	0.06443825936
919	0.0643868005
920	0.06434798401
921	0.06431748171
922	0.06425454548
923	0.06421675073
924	0.0641590209
925	0.06410992857
926	0.06406657465
927	0.06403970016
928	0.06401603141
929	0.06398027224
930	0.06390922507
931	0.06385399108
932	0.06380402979
933	0.06377228912
934	0.06374155791
935	0.06369737978
936	0.06366194937
937	0.06361608269
938	0.06358336939
939	0.06354327059
940	0.06349603186
941	0.06343170229
942	0.06340548641
943	0.06336509515
944	0.06332391595
945	0.06329822527
946	0.0632306624
947	0.06321314459
948	0.06319115647
949	0.06312178802
950	0.06309471954
951	0.06305489767
952	0.06301216908
953	0.06299454814
954	0.06295245714
955	0.06292640824
956	0.06287180066
957	0.0628359992
958	0.06280939072
959	0.06276815832
960	0.06273715565
961	0.06271759653
962	0.06269174515
963	0.06264387509
964	0.06259612917
965	0.0625271094
966	0.06251101984
967	0.06245693337
968	0.06241389812
969	0.06233972215
970	0.06227632866
971	0.06225187252
972	0.06222561435
973	0.06217643662
974	0.06213685975
975	0.06209224046
976	0.06205889091
977	0.06201898883
978	0.06195514762
979	0.06189021128
980	0.06183960775
981	0.06177700465
982	0.06174601971
983	0.06172877227
984	0.06168211794
985	0.0616473123
986	0.06161981931
987	0.06160392647
988	0.0615559099
989	0.06150255488
990	0.06143054572
991	0.06138796145
992	0.06132207403
993	0.06126004851
994	0.06123775045
995	0.06119908565
996	0.06115453756
997	0.06111680556
998	0.06107088814
999	0.06099649718
